Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.432182217794854	-0.123160102490929
HIPK2	28996	0.43224880957536	-0.216720307963715
OR2J3///OR2J2	442186///26707	0.432272710044212	-0.135486501852607
RNF219	79596	0.432393421088956	0.27639540141837
		0.432541010731069	0.302048648012476
LUZP4	51213	0.432608846806511	-0.0842734098526066
		0.432608846806511	-0.0604703358333323
ZNF436-AS1	148898	0.432659346688403	0.155015315926303
MYCL	4610	0.432790917021067	-0.242854242461451
PSMC6	5706	0.432851263298333	-0.14599533287755
		0.432885773049867	-0.118628919478455
FAM217A	222826	0.432939177473609	-0.100700957926303
ADGRF4	221393	0.432946238130478	0.0690737594195023
IQCG	84223	0.432946238130478	0.210297891174606
		0.433025440743876	-0.0525712177142861
ACSM2A	123876	0.433025440743876	-0.140245084314058
SUPT5H	6829	0.433102496597834	-0.104534232865081
MR1	3140	0.433102496597834	-0.190865427473921
ZNF420	147923	0.433102496597834	-0.237933170879818
KDM1B	221656	0.433102496597834	0.247727333802722
		0.433220933664203	-0.124204086947844
CHCHD1	118487	0.433304544171713	0.146719542997734
ASB14///LOC105377102	142686///105377102	0.433356595072124	0.10541797601474
LCN15	389812	0.433356595072124	-0.109225867128117
DCAF12L1	139170	0.433394537067631	-0.141035663477322
DCUN1D3	123879	0.433449803758893	0.195970534943315
PXK	54899	0.433522959964176	0.287510255039681
CLVS2	134829	0.433596237000496	-0.0958056898253949
MOG	4340	0.433619059126766	-0.120067147580499
		0.433687566972212	0.103041024824263
FOXO3B///FOXO3	2310///2309	0.433781043960298	-0.246077328938771
MIEF1	54471	0.433781043960298	0.155706536120181
KCNIP4	80333	0.433932138562544	-0.0759511739512453
GPR119	139760	0.434016197669297	-0.121351312944443
UBR7	55148	0.434160834188985	0.171873847942179
SKP1	6500	0.434160959643541	-0.172873094092965
DCAF15	90379	0.434220926080581	-0.102380359195005
SCG5	6447	0.434413626287503	0.170618241942178
FAM53C	51307	0.434701964494151	0.230400394402493
		0.434705345547936	-0.331702594995464
		0.434753326278363	-0.167784486690474
TES	26136	0.434753326278363	-0.555120283498864
		0.434770558480448	-0.142866269738092
LYPLA2P2///LYPLA2	388499///11313	0.43479501114171	-0.194856687065759
		0.434859957384793	-0.101571196548753
DOC2B	8447	0.434890721092188	0.181912999704084
SLC31A1	1317	0.435012258645159	0.348378409249431
		0.435012258645159	-0.140743688010201
OR1Q1	158131	0.435012258645159	0.114880111300453
WDR82	80335	0.435120588300613	-0.193319713562357
ST13P4	145165	0.435290461705925	-0.20926983164966
FBXL13	222235	0.435293605803488	-0.381609689038548
		0.435293605803488	-0.0553925146065755
CCDC24	149473	0.435322377093371	0.120401871676874
		0.435387359135285	-0.126186146100907
LGALS8-AS1	100287902	0.435387359135285	-0.120122299102039
ZNF415	55786	0.435387359135285	-0.311039115751697
OR5D14	219436	0.435398355343366	-0.085027212636053
POLG	5428	0.435436518819102	0.148275418492066
TRIM11	81559	0.435436518819102	-0.109926256777777
ANOS1	3730	0.435436518819102	-0.099847865511336
ITGA11	22801	0.435578836591192	-0.111661145484128
RBM39	9584	0.435578961793851	0.109844834374149
PDXP	57026	0.435613065469931	-0.118610086521541
MAP4	4134	0.435613065469931	0.127041391202948
ZDHHC17	23390	0.435634821884675	-0.162325204560088
DUX4///DUX1///DUX5	100288687///26584///26581	0.435754978191469	0.131672291969394
		0.435790797568742	-0.138599799225622
NOXA1	10811	0.435833299894055	-0.106996530108845
NOC3L	64318	0.435833299894055	0.326165820784579
ZNF678	339500	0.435848078854185	0.24468363514286
MBLAC2	153364	0.435996012767313	0.217399952617917
FAM49A	81553	0.436056765505571	-0.501617866239227
NAB1	4664	0.436093632869255	0.202737020255108
RABGAP1	23637	0.436096452336104	0.143491353502274
MIR429	554210	0.436096452336104	0.125404011276645
DPCR1	135656	0.436096452336104	-0.12495496188662
SELO	83642	0.436146642123465	-0.129857876005666
		0.43627403631084	-0.120585644835598
FCRLA	84824	0.43627403631084	-0.54797448071882
GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1	102724473///100132399///100101629///100008586///729447///729442///729431///729428///729422///729408///729396///645073///645051///645037///26749///26748///2579///2578///2577///2576///2575///2574///2543	0.436295047971937	-0.301624023037413
LOC100507646	100507646	0.436295047971937	-0.152430112010197
HNF1A	6927	0.436295047971937	-0.115021740877548
		0.436295047971937	-0.308999883649657
AQP2	359	0.436336445927155	-0.115816480963717
CLSTN3	9746	0.436336445927155	0.193327892632656
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.436361692943603	-0.179383934069159
ASB15	142685	0.436386871357832	-0.0801456034183667
ZNF785	146540	0.436397115295182	0.164166436150796
		0.436412550569014	0.218397843538551
GABRQ	55879	0.436515791072822	-0.132390367507937
LHX9	56956	0.436648831419521	-0.105946689382084
MIR451A	574411	0.436648831419521	0.112534185444446
RNF182	221687	0.436712049753464	0.326189334119048
		0.436721463147734	-0.153769102685941
		0.436737267371767	-0.160408449904759
		0.43685090178962	0.16027634257143
FABP7	2173	0.436850958601681	-0.10077599904535
		0.436856455138047	-0.133913777585033
MAP3K6	9064	0.436856455138047	0.140771058777782
CYP11A1	1583	0.436908470917937	0.106622939553289
		0.436947037637334	0.357696795695012
		0.43700451382141	-0.188992529253967
PLAC1	10761	0.43700451382141	0.13965061594558
		0.437316665066639	-0.229751282283444
		0.437367571967218	0.266403144484124
		0.437436795964375	-0.0721517347063481
S100A3	6274	0.437502908002257	0.128881610645127
NGRN	51335	0.437502908002257	-0.219906332354872
		0.437526248880243	-0.219072985995463
PURG	29942	0.437580154282854	0.129574803611112
OR5AU1	390445	0.437697573405135	-0.112506928298185
		0.437697573405135	-0.160762815744898
		0.437715514495867	-0.118961681776644
CADM3	57863	0.43811073261716	-0.116814518465985
		0.438113787211767	-0.115747672414966
GABPA	2551	0.438201774963016	-0.115414762030613
		0.438204153038079	-0.0939856291621317
		0.438204153038079	0.225875584917238
FRA10AC1	118924	0.438204153038079	0.248131999385491
		0.438204153038079	-0.16266802089229
		0.438261849688164	-0.0795853091836705
ZNF43	7594	0.438261849688164	0.398030104250569
ANKS6	203286	0.438261849688164	-0.219824786767573
PER1	5187	0.438261849688164	0.25303512052494
PAK1	5058	0.438525773367671	0.399346718561221
SLBP	7884	0.438594391987132	0.134182644962586
		0.438705195953649	0.137912717939908
ENDOG	2021	0.438750999150113	0.101843894444447
ASNS	440	0.438793843424823	0.333947855955782
KAAG1	353219	0.438864220140896	0.106260425521542
SLC36A1	206358	0.438928711485416	0.289897946863949
		0.438928711485416	-0.101442253727891
ZNF625-ZNF20///ZNF20	100529855///7568	0.438928711485416	-0.198533638879813
DCAF8	50717	0.438993095236933	0.142262025910435
CSGALNACT2	55454	0.43903714833463	0.201007400318598
		0.43904127947887	-0.122969734831066
WEE2-AS1	285962	0.439043759788395	-0.187018288272108
LYST	1130	0.439144731171637	-0.436037998571427
PAX2	5076	0.439219301927933	-0.0975154851780031
CNDP1	84735	0.439253396464449	-0.109084829026076
TBPL2	387332	0.439253396464449	-0.0780818361428564
		0.439270432257056	0.383705538936512
LOC100505501	100505501	0.439270432257056	0.119381969656462
PPP2R2C	5522	0.439471659631108	-0.103682269926304
ALOX15B	247	0.439513366141796	-0.108925211054419
		0.439604202643346	0.184637615537416
		0.439632491372313	0.158988859675745
		0.439632491372313	-0.201515524956912
SLC25A26	115286	0.43967501658713	0.255315028051021
APH1A	51107	0.439775233848954	-0.137005569951246
LPAR1	1902	0.439824711629983	0.321021606154195
LVRN	206338	0.439824711629983	0.0951616262823136
OR51B6	390058	0.439824711629983	0.102866939903628
UFL1	23376	0.439824711629983	0.204875608956917
PRAMEF12	390999	0.439824711629983	-0.106571165078229
SNORA28	677811	0.439824711629983	0.244303664476194
		0.439824711629983	-0.0662126967346928
SUDS3	64426	0.439927960894487	-0.171181035697276
LUC7L3	51747	0.439954447875112	0.23981453264286
		0.439973315394158	-0.204533095450113
		0.440049157678932	0.267067363438774
		0.440066219851281	-0.193631493784581
AADACL2	344752	0.440098327323074	0.0736895937970545
		0.440098327323074	-0.142612006333329
INPP5A	3632	0.440098327323074	-0.227294211414964
		0.440098327323074	-0.172905819112245
		0.440189228416148	0.234509818978458
IFNW1	3467	0.440234105411829	-0.113295790772109
PRDM7	11105	0.440290664734145	-0.214090679083898
		0.440290664734145	0.215757284310659
SHISA7	729956	0.440290869854977	0.122051739733564
BHLHB9///BHLHB9	80823///80823	0.440380452170279	-0.191364576342401
		0.440381680026904	0.0717908634750581
		0.440465781107973	-0.185368046429703
		0.440465781107973	-0.0749970909092972
		0.440556158304317	0.243088959548759
		0.440700685973736	-0.142823805727891
ZNF253	56242	0.440700685973736	-0.37039067728458
		0.440700685973736	0.295399005948981
		0.440700685973736	0.212651945543084
PID1	55022	0.440728723380431	-0.375508418914965
SFTA2	389376	0.440759248040119	-0.211576022704082
STRCP1///STRC	554225///161497	0.440822601798885	-0.204234189960319
FLJ37035	399821	0.440871853446048	-0.122633836181403
		0.440914425067075	-0.130337203769841
LOC399886	399886	0.441040891446223	-0.128227481215419
MPI	4351	0.441067606056176	0.238920313012472
GLTSCR2	29997	0.441129294789864	0.252268162721098
LINC01140	339524	0.441201699073251	0.206365694236963
FOLR1	2348	0.44120776971794	-0.124487775662129
		0.441239713226893	0.069428115168936
P3H3	10536	0.441280016922023	-0.0976613543027209
SLC6A7	6534	0.441304331020109	0.105719924256237
OR5H15///OR5H14///OR5H6///OR5H1	403274///403273///79295///26341	0.44145582062635	0.0444548415646246
UBD	10537	0.44145582062635	-0.11933387860544
AGL	178	0.441772631400988	-0.263900749937639
UBD	10537	0.441772631400988	0.269280651134921
		0.441819791006078	0.137572255452382
		0.4418705538666	-0.107998581034012
FRG1JP///LOC283788	642236///283788	0.441878013775744	0.164578264162136
LAYN	143903	0.441902115124012	0.149651250608845
SLC29A3	55315	0.442026283532003	0.167702277683673
		0.442218819451672	-0.292960819482991
		0.442400328859628	-0.0885123656111113
XKR5	389610	0.442400328859628	-0.135724997345804
RGS17	26575	0.442400328859628	0.139372362275512
MYOZ2	51778	0.442527654836524	-0.0826120795510192
HTR3C	170572	0.442580616544586	-0.118581665757368
CACNA1C	775	0.442595931135747	-0.126295767063493
STOX2	56977	0.442595931135747	0.157401731341269
H2BFWT	158983	0.442637308469801	-0.136264684721087
ZNF28	7576	0.442682941027576	-0.239343753213148
C17orf99	100141515	0.442857214301282	-0.155381994858272
CHMP1A	5119	0.442871671691804	0.121468288914969
LELP1	149018	0.44292833494297	-0.116351777287981
FAP	2191	0.44303991400203	-0.151647996958049
		0.44303991400203	0.172148863891158
ZNF879	345462	0.443221326371862	-0.245283181024944
PDS5A	23244	0.443221326371862	0.166863932548754
NR2C1	7181	0.443221326371862	0.266831824941048
		0.443257710206842	-0.221247710359412
		0.44383261429715	0.0863478043900217
		0.443959416664253	-0.0586363120555538
		0.443959416664253	-0.236389640334463
NUP62CL	54830	0.443981484642425	-0.318014489526074
FAM57A	79850	0.443981484642425	0.218208756010205
		0.444076430798846	0.0578672616916109
		0.444156255796206	-0.125883673804987
SLC40A1	30061	0.444165445097143	0.5707996360068
ZNF527	84503	0.444277700375574	-0.209144003664401
SBF2	81846	0.444329851038278	-0.310951530409294
		0.444370753901301	-0.144863058345804
		0.444388155912015	-0.159897223835599
		0.444519300801979	0.154791177190476
PPP2R3A	5523	0.444577833194285	0.135699431374151
IGKC	3514	0.444697062538646	0.568396593167799
ZFP14	57677	0.444697062538646	-0.242012250857141
		0.444697062538646	-0.195516375781177
		0.444790303878097	0.0836637044092967
		0.444926725759404	-0.0705650544195011
		0.444939579194784	-0.163362218657595
NFS1	9054	0.444987388946506	-0.133935936099775
PCDHB10	56126	0.444987388946506	0.188218353887756
SRRM1	10250	0.444996852118136	-0.124327878142857
BTAF1	9044	0.445132660937409	0.148603799094106
		0.44529094607088	-0.214786645947845
		0.445309151115307	0.2374981666678
TEAD3	7005	0.445470468707917	-0.118993910391154
SMAD3	4088	0.445470468707917	-0.290208740314057
A4GNT	51146	0.445470468707917	-0.0983953228061227
SPAG17	200162	0.445470468707917	0.0676309007403639
DEFB128	245939	0.445659339111918	-0.0651498374557815
CEP104	9731	0.445725591158238	-0.119694887951247
		0.445725591158238	-0.178639097639453
CEP170B	283638	0.445725591158238	-0.123193728723356
DUS4L	11062	0.445725591158238	0.171688772878687
H3F3B	3021	0.445725591158238	0.228725072147389
LDHAL6B	92483	0.445725591158238	0.114827306458052
TMEM132C	92293	0.445795821099735	-0.132153925958047
		0.445795821099735	0.130323705861679
HDAC4	9759	0.445917464976227	-0.209937154965984
ZFPM1	161882	0.446149863017442	-0.125698836498862
ZNF32	7580	0.446214809131704	-0.233038222609978
OR4F6	390648	0.446223210328711	0.0860755885907016
ZNF589	51385	0.446223210328711	-0.20889119039456
MLLT1	4298	0.446313245164645	-0.138646152104305
CALCR	799	0.446334231855233	-0.063868315919501
		0.446334231855233	-0.0950546917426296
		0.446334231855233	-0.0785767645430839
		0.446334231855233	0.215512303429705
DRD5	1816	0.446334231855233	-0.171572492544219
SLC35F3	148641	0.446334231855233	0.135509348034015
HK3	3101	0.446335500998193	0.347164895477327
		0.44635133776963	0.130635465877552
TMEM106A	113277	0.446488614580294	-0.269474036831064
HP1BP3	50809	0.44654741779764	-0.123249167843532
C19orf70	125988	0.446583982271721	0.212606855472791
LOC102725117///ARHGEF34P///ARHGEF35///ARHGEF5	102725117///728377///445328///7984	0.446641463058604	-0.205570440431972
CTNNA3	29119	0.446680060650655	-0.0970718050272104
CNGB1	1258	0.446793288281787	-0.0967494817641725
CCK	885	0.446793288281787	-0.129217098917232
		0.446886613268001	0.225170334740366
		0.446891770705324	-0.351769620018136
		0.446906375206	0.15601427163152
		0.446937009621663	-0.0621205381904759
GNA14	9630	0.446965149408036	0.10248671413152
		0.447059936021389	0.30299697798639
SNORD113-4	767564	0.44712184020693	0.231920913287982
		0.44712184020693	-0.0702962709648518
		0.447199362529874	-0.0473323794977314
TTI1	9675	0.447199362529874	-0.113254427380951
LOC101929601///REXO1L2P///REXO1L1P	101929601///100288527///254958	0.44728811789673	-0.206239371178001
BPGM	669	0.447328395691394	-0.223728970325391
PRRT1	80863	0.447360119618055	-0.109253531747162
		0.447399874005216	-0.157132145833331
		0.447399874005216	-0.180736516781179
MTFR1L	56181	0.447453300335399	0.112984932094106
NPLOC4	55666	0.447474833376553	-0.0799391740929707
		0.447715023606884	0.0572338911916113
ZFPL1	7542	0.448080292528077	-0.11628529102721
LRP4	4038	0.44814658517169	0.192009716082769
PGAM4///PGAM1	441531///5223	0.44814658517169	0.181968332249434
SPINK7	84651	0.44814658517169	-0.056733035673469
		0.4482023334601	-0.11288651813152
PPP2R3B	28227	0.44820604176905	0.231771576216555
COA6	388753	0.448460585649714	-0.157324654031744
ARV1///ARV1	64801///64801	0.448460585649714	0.296821623561225
SOWAHD	347454	0.448460585649714	-0.177174835520411
ENTHD1	150350	0.44847456595382	-0.0820696997743755
		0.44847456595382	-0.122078483878684
		0.448570976163411	-0.113302431205209
SPINK9	643394	0.448570976163411	-0.0811563828866197
AVPR2	554	0.448570976163411	-0.135041509239228
		0.448570976163411	-0.117622662266437
		0.448715690523873	-0.249561697428574
		0.448729841831806	-0.0984450366190464
LIPC	3990	0.448758723472679	0.238965664044218
CTSL3P	392360	0.4487861770457	-0.113113731004535
EXOC6B	23233	0.448821142558337	-0.386357803680273
SNORD13P3	6078	0.448857794923903	-0.596825495598639
DEFB109P1B///DEFB109P1	641517///245912	0.448857794923903	-0.153221796405894
		0.449173519154719	-0.0671623186870742
AHRR///PDCD6	57491///10016	0.449173519154719	-0.146867629869615
ZMYM1	79830	0.449173519154719	0.230072494964855
OPALIN	93377	0.449182008806402	-0.135215088581631
TCERG1L	256536	0.449202111016012	0.183367556544222
LOC100129434	100129434	0.449222134313491	0.114126777615645
		0.449324889264114	-0.0910170356746023
		0.449324889264114	-0.204690716263038
SCFV///IGHM///SCFV///IGHV3-30	652070///3507///652070///28439	0.449474703917705	0.707171814570297
C11orf16	56673	0.449547907346283	-0.0948301432528371
COX6B2	125965	0.449564484641978	-0.108646982776643
OXCT1	5019	0.449564484641978	0.324664006009069
SPRED3	399473	0.449574129035642	-0.120253978959185
LINC01556	729583	0.449574129035642	-0.1125860139195
CWH43	80157	0.449594925315505	-0.0755472621031745
CBFB	865	0.449594925315505	0.138263088199542
USP26	83844	0.449594925315505	-0.0664926551394536
WFDC12	128488	0.449594925315505	0.111935518828798
DENND4C	55667	0.449594925315505	-0.227365556208614
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	114336///114335///94115///94027///93659///3972///1082///94027	0.449626778129355	-0.214468518125848
PLOD2	5352	0.44978629602202	0.306070150358277
		0.449829532879831	0.201968248979593
		0.450034995721126	-0.187385650480725
IFNA5	3442	0.450061345562324	-0.0913628181156456
ZSCAN12	9753	0.450061345562324	0.254823503977323
KIF26A	26153	0.450133641480483	-0.124053674996602
		0.450334770003598	-0.224834882870748
TMX3	54495	0.450613027074575	0.176812061722229
LCTL	197021	0.450613027074575	0.103768112017007
LOC100131860	100131860	0.450613027074575	-0.259317610625849
TLX2	3196	0.450613027074575	0.115818309573696
		0.450635389883882	-0.160533811679138
		0.450649670754153	-0.133070755647391
ARNT2	9915	0.450703925739842	-0.123115984942176
TXNDC9	10190	0.450703925739842	-0.196797565676869
PTPN20	26095	0.450703925739842	0.188533171564627
THEM4	117145	0.450703925739842	-0.347848278481859
		0.450724466721874	-0.207729398359407
		0.450815315815279	0.330681484391159
SPIRE2	84501	0.450825785807484	-0.0963065234308385
LAMB3	3914	0.450827614338782	0.147266745509071
		0.450839075035926	0.118712223143993
CA5B	11238	0.450839075035926	-0.281936687113383
ZFP82	284406	0.450921751730013	-0.325936998034013
		0.450982161321166	0.157453422361677
PGA4///PGA3///PGA5	643847///643834///5222	0.451076661997758	0.237697335902493
STX5	6811	0.451242498149773	-0.131582011954645
		0.451390982278139	-0.104756149879819
G6PC	2538	0.451390982278139	0.102413721763038
RDH8	50700	0.451532897983209	-0.105943970063491
COPE	11316	0.451733109918632	0.122287632351476
URGCP-MRPS24///URGCP	100534592///55665	0.451875087599136	0.238134796862814
CDK5RAP3	80279	0.451943233851389	0.307074896140594
MUSK	4593	0.451985477992449	-0.0672922959557805
PDZK1P1///PDZK1	100034743///5174	0.452005362937401	-0.111725492012471
		0.452009160624525	-0.114905332289114
		0.452016651099438	0.116904343514741
OR52A4P	390053	0.452039179922535	0.109106459126984
ZNF644	84146	0.452051239840261	0.205483410965995
TET3	200424	0.452383695047279	-0.168347227083899
		0.452490389297488	-0.258406618660998
LOC441242	441242	0.452492554556612	0.0954369186712052
S100PBP	64766	0.452502510836743	-0.148489126616772
C2CD4B	388125	0.452651569888995	-0.155217198292514
		0.452651569888995	-0.128434671519273
RGSL1	353299	0.452784886830566	0.070891189537416
PSMD4	5710	0.452817587115999	0.181442233950114
		0.452866871732246	-0.193924430244898
SPINK6	404203	0.452898549862142	-0.0913271185793643
		0.452968416190577	0.100578626065762
FDPSP2///FDPS	619190///2224	0.453013893797847	-0.160160517396824
		0.453026764831978	-0.180873890281179
DUSP5	1847	0.453026764831978	0.281965899785716
ZCCHC11	23318	0.453026764831978	-0.16801455345351
FTMT	94033	0.453143825548827	0.0832109844342419
CASS4	57091	0.453143825548827	-0.340534046954645
SH3BGRL2	83699	0.453176155140592	0.285190394205214
TMEM196	256130	0.453179234633568	-0.097402721811791
		0.453192492910735	0.117856744149662
PCDHA5	56143	0.453247907158014	0.22928839058617
		0.453247907158014	-0.0842218956473904
MIR187	406963	0.453252666970149	-0.12268718411451
		0.453294498449285	-0.135486883106577
PNLDC1	154197	0.453382107714506	0.0971289393163288
		0.453513843606021	-0.122481365052153
KLHL12	59349	0.453513843606021	-0.0846253653072537
		0.453559724237764	-0.180997096327665
		0.453627098930981	-0.303649696990927
C19orf44	84167	0.453664609830492	0.122823273452384
NTF3	4908	0.45376798228543	-0.107763959142856
AGPAT4-IT1	79992	0.45376798228543	0.228743626379821
		0.45376798228543	0.133458372052157
VIL1	7429	0.453824843267908	0.105975395836738
SNRPB	6628	0.453948022597093	0.161676973001134
C20orf78	100128496	0.453948022597093	-0.0896880855374125
ETFBKMT	254013	0.454063639200107	-0.107998694910429
ZNF16	7564	0.454111497734927	0.129927356108842
TECRL	253017	0.454111497734927	-0.0649858313446705
		0.454111497734927	0.251932195622453
		0.45432545877189	-0.138785892202943
MIR19B2	406981	0.454394474628431	0.0989184348639478
FAM47C	442444	0.454523935645357	0.11683300405669
NPY5R	4889	0.454535980354309	-0.0922752319784572
DUPD1	338599	0.454622248592939	-0.127246091354876
KRT25	147183	0.454672566278862	-0.089851985397956
OTUD4	54726	0.454672566278862	0.204709822329935
CNTRL	11064	0.45479194610628	0.180339566199547
		0.454933523997338	0.368244305585034
		0.455323809365671	-0.0618573566700662
		0.455323809365671	0.19484177922109
IL22RA1	58985	0.455323809365671	-0.118820648163267
		0.455362545198767	-0.146463532371881
ADAMTS19	171019	0.455406723865575	-0.147596806019273
NSMCE1	197370	0.45546051580667	0.170586070263043
DHH	50846	0.455595426084702	-0.103645255564624
		0.455595426084702	-0.209028347623582
		0.455595426084702	0.0953303556995468
C2orf66	401027	0.455595426084702	0.194955215834467
NPY1R///NPY1R	4886///4886	0.455595426084702	-0.0741191539104289
PSMF1	9491	0.455595426084702	0.141301855547621
		0.455595426084702	-0.12302444099093
		0.455595426084702	-0.244247595722221
RRP1B	23076	0.455614042790746	0.245669457929708
		0.455675332594584	0.108801518147395
		0.455675332594584	-0.0648588560487529
MYH15	22989	0.455708583301988	0.116961686274377
LDB2	9079	0.455708583301988	0.168223336541953
		0.455708583301988	-0.1595173859229
		0.455741026079101	-0.176699666215419
ADAMTS7	11173	0.455741026079101	-0.1323623694195
PGM5P2///PGM5	595135///5239	0.455891118842034	-0.180591752218816
MAGEB17	645864	0.455891118842034	-0.127833557645121
DSC2	1824	0.455897117628765	0.510747816199548
UNCX	340260	0.456018302919981	-0.124038068951246
		0.456091140064372	-0.175570032734695
TCOF1	6949	0.456091140064372	-0.100134535891158
AKR1C6P	389932	0.45622163435839	0.122166244341273
		0.45622163435839	0.255113010902495
UBE2NL	389898	0.45624312641605	0.172638077088437
KLRG2	346689	0.456289015459832	-0.126349755311792
FLJ46365	401459	0.456325573874209	-0.118925724660995
CHN1	1123	0.456353176098957	-0.338294269774375
		0.456391419920782	-0.142196783239227
		0.456558349153503	0.31172514805669
CASP14	23581	0.456624260556684	0.102738696175738
ISLR2///ISLR2	57611///57611	0.45665561438664	-0.0914611433979573
DHRS2	10202	0.45665561438664	0.170096874089569
		0.456708603474458	0.148394816839007
		0.456713431973508	-0.0872150088174579
FAM83A-AS1	100131726	0.456742601226815	0.109493416207483
PCDH15	65217	0.456765026591956	-0.0690616676995459
IGKC	3514	0.456769929578651	0.499803848365081
CD58	965	0.456769929578651	-0.347441460959184
FAM151B	167555	0.45679449868327	0.285907708311794
DTD2	112487	0.45679449868327	0.315933101994333
		0.45700013365334	0.244084065460322
		0.45700013365334	0.0729509617823134
		0.45700013365334	-0.090624455079364
HEXB	3074	0.457022535875349	0.209438695080496
		0.457184035248927	-0.137181960198411
CLPTM1L	81037	0.45745516054984	0.18184627771315
LSG1	55341	0.45749195156315	0.163326902189344
HS3ST2	9956	0.457698404845535	-0.130980633717682
PGAM5	192111	0.457944725093722	0.150490202307257
		0.457967788137685	-0.132838477914964
MRPS9	64965	0.457972858730373	0.192750236175739
		0.458026425251971	-0.187807005642853
		0.458268935452297	-0.115698227761904
FGF9	2254	0.458268935452297	-0.345885700685941
LINC00302	388699	0.458353728729579	-0.102755724446713
TRIM29	23650	0.458578430276592	0.0999157789829939
HDGFRP3	50810	0.458617192049331	0.419854766266442
ME2	4200	0.458702525114166	0.13780861071316
LOC100131496	100131496	0.458789241627566	0.111350930192745
IGKC	3514	0.458874377134341	-0.511870207146258
		0.458917874123738	0.116129022798187
		0.45892285953104	-0.0601949274365068
		0.458936391674279	-0.291889480776641
CTH	1491	0.458936391674279	0.236245495225626
GPR135	64582	0.459035910146026	0.126477606014742
TGIF2-C20orf24///C20orf24	100527943///55969	0.459035910146026	-0.224742228323123
FIZ1	84922	0.45904924962909	0.112082665115647
ZSCAN5B	342933	0.459129232709748	-0.110456549312926
RPP25	54913	0.459206071174218	0.177961319156464
MAGOH	4116	0.459396858282498	0.187599548546489
		0.459527524945104	0.253334628265306
		0.459619819200713	0.189355537817462
FAM21A///FAM21C	387680///253725	0.459619819200713	0.0982747711507965
		0.459630965185413	0.0714863088492068
POLR2H	5437	0.459630965185413	0.246234462710883
		0.459630965185413	-0.209085513494332
PSD2	84249	0.459652613849229	-0.106639201851476
NXNL1	115861	0.459732242941947	-0.120584625634919
MEFV	4210	0.459737973454457	-0.419108156151925
TECR	9524	0.459882715433629	0.207039358643996
CYP2C8	1558	0.460050301892505	0.184780917382085
NUDC	10726	0.460065971891494	0.174536201055559
CHRM5	1133	0.460098738666785	-0.0988711845714279
RNA45S5///RNA28S5	100861532///100008589	0.460098738666785	0.14918621425171
RSPH6A	81492	0.460134019581831	-0.111302868896825
		0.460258215961262	0.169121541814063
UBA1	7317	0.460258215961262	0.117410899151933
NBPF22P	285622	0.460258672268595	-0.152373654481859
NEPRO	25871	0.460351995949137	-0.12228541422789
		0.460417401436164	0.137824694274379
GUCA2A	2980	0.460581720318919	-0.117601662759636
GK3P///GK	2713///2710	0.460622263849303	-0.430842626517005
		0.460657645735242	0.198200686632658
HCRTR2	3062	0.460657645735242	-0.107247407803856
		0.460657645735242	0.139095175600908
KIAA1549L	25758	0.460713334160488	0.15618048802608
		0.460801187125548	-0.101309477097504
		0.460820841434309	-0.0846518006984116
PDPN	10630	0.460820841434309	-0.17469536975283
		0.460946422685759	-0.150880028628116
		0.46112244642306	-0.0953609249024923
		0.461221119197096	0.235836500103177
LOC401410	401410	0.461241365093229	-0.114898086505667
		0.46125699265664	-0.0998825007142865
		0.46125699265664	0.127557979243768
ART1	417	0.461265336854865	-0.0995652640124689
SLC5A4	6527	0.461351883952589	0.0839987605884369
OR52L1	338751	0.461351883952589	0.105174326582769
		0.461361493038554	-0.196903593701813
		0.461361493038554	-0.0615342400975045
PIGP	51227	0.461509785670667	0.157023667738096
		0.461509785670667	-0.0714678262675728
		0.461509785670667	-0.18440370685714
ARHGEF38	54848	0.461509785670667	-0.0811647549795924
BHLHE23	128408	0.461747779408058	0.125602358812926
CYP4A11	1579	0.46175591999942	0.152829186197283
SPIN2B///SPIN2A	474343///54466	0.46189253736844	0.180494661011335
		0.461916840079136	0.159439787979595
CRIP2	1397	0.461916840079136	-0.213163880041949
		0.46192291654103	-0.169553293997731
		0.4621037565163	0.0944470317120132
		0.462158274978678	-0.150508555446712
LAMA4	3910	0.462187231462011	0.0703044037709764
LINC00665	100506930	0.462187231462011	0.29277256994558
		0.462224635669001	-0.129538660640589
		0.462224635669001	-0.279746142077095
		0.462224635669001	-0.35364885240703
CHCHD6	84303	0.462224635669001	0.139645125239232
		0.462242018404378	-0.0896869818639443
		0.462242018404378	0.204737628892291
CLDN18	51208	0.462307698793525	-0.104666306166668
		0.462340590447361	0.243274178380954
		0.462429546319523	-0.254725781767569
ZDHHC2	51201	0.46244228184703	-0.241730021024938
		0.462586056822883	0.285541913345805
		0.462593055815029	0.142273635326533
FBRSL1	57666	0.462613276324177	0.102530606117912
		0.462624514285088	0.290514714292519
